#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Sep 09 21:00:33 EDT 2018,100,100,Assignment1Suite,ClearTest0+ ClearTest1+ EverythingTest0+ GetTest0+ GetTest1+ InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0+ SizeTest1+ SizeTest2+ SizeTest3+ , , , ,
